country;date;value;Name
Philippines (inc); 2000;0,13179;P90vsP10
Philippines (inc); 2003;0,13253;P90vsP10
Philippines (inc); 2006;0,1309;P90vsP10
Philippines (inc); 2009;0,13726;P90vsP10
Philippines (inc); 2012;0,13507;P90vsP10
Philippines (inc); 2015;0,14794;P90vsP10
Poland (cons); 1993;0,29537;P90vsP10
Poland (cons); 1996;0,23323;P90vsP10
Poland (cons); 1998;0,232;P90vsP10
Poland (cons); 1999;0,22947;P90vsP10
Poland (cons); 2000;0,22263;P90vsP10
Poland (cons); 2001;0,22241;P90vsP10
Poland (cons); 2002;0,21309;P90vsP10
Poland (cons); 2003;0,20471;P90vsP10
Poland (cons); 2004;0,19656;P90vsP10
Poland (cons); 2005;0,20981;P90vsP10
Poland (cons); 2006;0,21744;P90vsP10
Poland (cons); 2007;0,21935;P90vsP10
Poland (cons); 2008;0,21823;P90vsP10
Poland (cons); 2009;0,22106;P90vsP10
Poland (cons); 2010;0,2222;P90vsP10
Poland (cons); 2011;0,22477;P90vsP10
Poland (cons); 2012;0,22921;P90vsP10
Poland (cons); 2013;0,22701;P90vsP10
Poland (cons); 2014;0,23074;P90vsP10
Poland (cons); 2015;0,23424;P90vsP10
Poland (cons); 2016;0,24853;P90vsP10
Poland (inc); 1985;0,30751;P90vsP10
Poland (inc); 1987;0,30424;P90vsP10
Poland (inc); 1989;0,2852;P90vsP10
Poland (inc); 2004;0,14034;P90vsP10
Poland (inc); 2005;0,17036;P90vsP10
Poland (inc); 2006;0,18303;P90vsP10
Poland (inc); 2007;0,19393;P90vsP10
Poland (inc); 2008;0,19846;P90vsP10
Poland (inc); 2009;0,19891;P90vsP10
Poland (inc); 2010;0,19903;P90vsP10
Poland (inc); 2011;0,19888;P90vsP10
Poland (inc); 2012;0,19979;P90vsP10
Senegal (cons); 2001;0,17228;P90vsP10
Poland (inc); 2013;0,19773;P90vsP10
Poland (inc); 2014;0,19744;P90vsP10
Poland (inc); 2015;0,20509;P90vsP10
Portugal (inc); 2003;0,15405;P90vsP10
Portugal (inc); 2004;0,15891;P90vsP10
Portugal (inc); 2005;0,16398;P90vsP10
Portugal (inc); 2006;0,17075;P90vsP10
Portugal (inc); 2007;0,18041;P90vsP10
Portugal (inc); 2008;0,17611;P90vsP10
Portugal (inc); 2009;0,18882;P90vsP10
Portugal (inc); 2010;0,18209;P90vsP10
Portugal (inc); 2011;0,1706;P90vsP10
Portugal (inc); 2012;0,15785;P90vsP10
Portugal (inc); 2013;0,15436;P90vsP10
Portugal (inc); 2014;0,16191;P90vsP10
Portugal (inc); 2015;0,16989;P90vsP10
Romania (cons); 1998;0,23105;P90vsP10
Romania (cons); 1999;0,2494;P90vsP10
Romania (cons); 2000;0,24966;P90vsP10
Romania (cons); 2001;0,2476;P90vsP10
Romania (cons); 2002;0,23638;P90vsP10
Romania (cons); 2003;0,24492;P90vsP10
Romania (cons); 2004;0,24415;P90vsP10
Romania (cons); 2005;0,24543;P90vsP10
Romania (cons); 2006;0,2381;P90vsP10
Romania (cons); 2007;0,24267;P90vsP10
Romania (cons); 2008;0,24794;P90vsP10
Romania (cons); 2009;0,26394;P90vsP10
Romania (cons); 2010;0,263;P90vsP10
Romania (cons); 2011;0,27484;P90vsP10
Romania (cons); 2012;0,27464;P90vsP10
Romania (cons); 2013;0,27224;P90vsP10
Romania (cons); 2016;0,25871;P90vsP10
Romania (inc); 1989;0,32305;P90vsP10
Romania (inc); 1992;0,29351;P90vsP10
Romania (inc); 1994;0,26824;P90vsP10
Romania (inc); 2006;0,12314;P90vsP10
Romania (inc); 2007;0,13855;P90vsP10
Romania (inc); 2008;0,14474;P90vsP10
Romania (inc); 2009;0,15527;P90vsP10
Romania (inc); 2010;0,14782;P90vsP10
Romania (inc); 2011;0,14108;P90vsP10
Romania (inc); 2012;0,13079;P90vsP10
Romania (inc); 2013;0,12693;P90vsP10
Romania (inc); 2014;0,12125;P90vsP10
Romania (inc); 2015;0,13005;P90vsP10
Russia (cons); 1993;0,1077;P90vsP10
Russia (cons); 1996;0,10803;P90vsP10
Russia (cons); 1997;0,16453;P90vsP10
Russia (cons); 1998;0,16428;P90vsP10
Russia (cons); 1999;0,16856;P90vsP10
Russia (cons); 2000;0,17423;P90vsP10
Russia (cons); 2001;0,17871;P90vsP10
Russia (cons); 2002;0,18013;P90vsP10
Russia (cons); 2003;0,15996;P90vsP10
Russia (cons); 2004;0,15673;P90vsP10
Russia (cons); 2005;0,15141;P90vsP10
Russia (cons); 2006;0,1544;P90vsP10
Russia (cons); 2007;0,14975;P90vsP10
Russia (cons); 2008;0,1575;P90vsP10
Russia (cons); 2009;0,16937;P90vsP10
Russia (cons); 2010;0,16938;P90vsP10
Russia (cons); 2011;0,16982;P90vsP10
Russia (cons); 2012;0,16472;P90vsP10
Russia (cons); 2013;0,16578;P90vsP10
Russia (cons); 2014;0,17189;P90vsP10
Russia (cons); 2015;0,18457;P90vsP10
Rwanda (cons); 1985;0,29564;P90vsP10
Rwanda (cons); 2000;0,12419;P90vsP10
Rwanda (cons); 2006;0,10801;P90vsP10
Rwanda (cons); 2011;0,14069;P90vsP10
Rwanda (cons); 2014;0,14893;P90vsP10
Saint Lucia (inc); 1995;0,13513;P90vsP10
Samoa (cons); 2008;0,16891;P90vsP10
Sao Tome and Principe (cons); 2001;0,23388;P90vsP10
Sao Tome and Principe (cons); 2010;0,24755;P90vsP10
Senegal (cons); 1991;0,0887;P90vsP10
Senegal (cons); 1994;0,16612;P90vsP10
Senegal (cons); 2006;0,16233;P90vsP10
Senegal (cons); 2011;0,15435;P90vsP10
Serbia (cons); 2002;0,22795;P90vsP10
Serbia (cons); 2003;0,21727;P90vsP10
Serbia (cons); 2004;0,19802;P90vsP10
Serbia (cons); 2005;0,18058;P90vsP10
Serbia (cons); 2006;0,24518;P90vsP10
Serbia (cons); 2007;0,2573;P90vsP10
Serbia (cons); 2008;0,27922;P90vsP10
Serbia (cons); 2009;0,26797;P90vsP10
Serbia (cons); 2010;0,25575;P90vsP10
Serbia (cons); 2013;0,25549;P90vsP10
Serbia (cons); 2015;0,26429;P90vsP10
Serbia (inc); 2012;0,10173;P90vsP10
Serbia (inc); 2013;0,09378;P90vsP10
Serbia (inc); 2014;0,10552;P90vsP10
Serbia (inc); 2015;0,10154;P90vsP10
Seychelles (cons); 2000;0,13879;P90vsP10
Seychelles (cons); 2006;0,15185;P90vsP10
Seychelles (inc); 2013;0,1201;P90vsP10
Sierra Leone (cons); 2003;0,17262;P90vsP10
Sierra Leone (cons); 2011;0,22075;P90vsP10
Slovakia (cons); 2004;0,26554;P90vsP10
Slovakia (cons); 2005;0,2539;P90vsP10
Slovakia (cons); 2006;0,28584;P90vsP10
Slovakia (cons); 2007;0,28158;P90vsP10
Slovakia (cons); 2008;0,29274;P90vsP10
Slovakia (cons); 2009;0,30817;P90vsP10
Slovakia (inc); 1996;0,24571;P90vsP10
Slovakia (inc); 2004;0,25143;P90vsP10
Slovakia (inc); 2005;0,23806;P90vsP10
Slovakia (inc); 2006;0,26966;P90vsP10
Slovakia (inc); 2007;0,27891;P90vsP10
Slovakia (inc); 2008;0,25988;P90vsP10
Slovakia (inc); 2009;0,24196;P90vsP10
Slovakia (inc); 2010;0,23844;P90vsP10
Slovakia (inc); 2011;0,25145;P90vsP10
Slovakia (inc); 2012;0,24889;P90vsP10
Slovakia (inc); 2013;0,22951;P90vsP10
Slovakia (inc); 2014;0,2344;P90vsP10
Slovakia (inc); 2015;0,24044;P90vsP10
Slovenia (cons); 1998;0,28002;P90vsP10
Slovenia (cons); 2002;0,25462;P90vsP10
Slovenia (cons); 2003;0,2424;P90vsP10
Slovenia (inc); 1993;0,27257;P90vsP10
Slovenia (inc); 2004;0,30037;P90vsP10
Slovenia (inc); 2005;0,30471;P90vsP10
Slovenia (inc); 2006;0,30959;P90vsP10
Slovenia (inc); 2007;0,30876;P90vsP10
Slovenia (inc); 2008;0,31909;P90vsP10
Slovenia (inc); 2009;0,30181;P90vsP10
Slovenia (inc); 2010;0,29415;P90vsP10
Slovenia (inc); 2011;0,29691;P90vsP10
Slovenia (inc); 2012;0,28205;P90vsP10
Slovenia (inc); 2013;0,274;P90vsP10
Slovenia (inc); 2014;0,28505;P90vsP10
Slovenia (inc); 2015;0,29138;P90vsP10
Solomon Islands (cons); 2005;0,12141;P90vsP10
Solomon Islands (cons); 2013;0,1847;P90vsP10
South Africa (cons); 1993;0,08138;P90vsP10
South Africa (cons); 1996;0,06753;P90vsP10
South Africa (cons); 2001;0,08347;P90vsP10
South Africa (cons); 2005;0,06718;P90vsP10
South Africa (cons); 2009;0,06684;P90vsP10
South Africa (cons); 2010;0,06332;P90vsP10
South Africa (cons); 2015;0,05855;P90vsP10
South Korea (inc); 2006;0,19926;P90vsP10
South Korea (inc); 2008;0,1948;P90vsP10
South Korea (inc); 2010;0,19349;P90vsP10
South Korea (inc); 2012;0,1972;P90vsP10
South Sudan (cons); 2009;0,08915;P90vsP10
Spain (inc); 2003;0,19453;P90vsP10
Spain (inc); 2004;0,18216;P90vsP10
Spain (inc); 2005;0,18498;P90vsP10
Spain (inc); 2006;0,17255;P90vsP10
Spain (inc); 2007;0,17514;P90vsP10
Spain (inc); 2008;0,17194;P90vsP10
Spain (inc); 2009;0,15785;P90vsP10
Spain (inc); 2010;0,15801;P90vsP10
Spain (inc); 2011;0,14642;P90vsP10
Spain (inc); 2012;0,14939;P90vsP10
Spain (inc); 2013;0,14061;P90vsP10
Spain (inc); 2014;0,13914;P90vsP10
Spain (inc); 2015;0,14107;P90vsP10
Sri Lanka (cons); 1985;0,24128;P90vsP10
Sri Lanka (cons); 1991;0,24349;P90vsP10
Sri Lanka (cons); 1996;0,21898;P90vsP10
Sri Lanka (cons); 2002;0,18068;P90vsP10
Sri Lanka (cons); 2007;0,18315;P90vsP10
Sri Lanka (cons); 2010;0,20786;P90vsP10
Sri Lanka (cons); 2013;0,1887;P90vsP10
Sri Lanka (cons); 2016;0,18508;P90vsP10
Sudan (cons); 2009;0,18606;P90vsP10
Sweden (inc); 2003;0,28528;P90vsP10
Sweden (inc); 2004;0,27948;P90vsP10
Sweden (inc); 2005;0,24814;P90vsP10
Sweden (inc); 2006;0,27101;P90vsP10
Sweden (inc); 2007;0,25734;P90vsP10
Sweden (inc); 2008;0,23963;P90vsP10
Sweden (inc); 2009;0,24865;P90vsP10
Sweden (inc); 2010;0,24123;P90vsP10
Sweden (inc); 2011;0,2364;P90vsP10
Sweden (inc); 2012;0,23615;P90vsP10
Sweden (inc); 2013;0,22157;P90vsP10
Sweden (inc); 2014;0,23439;P90vsP10
Sweden (inc); 2015;0,22235;P90vsP10
Switzerland (inc); 2006;0,20387;P90vsP10
Switzerland (inc); 2007;0,20128;P90vsP10
Switzerland (inc); 2008;0,20862;P90vsP10
Switzerland (inc); 2009;0,21772;P90vsP10
Switzerland (inc); 2010;0,21638;P90vsP10
Switzerland (inc); 2011;0,2259;P90vsP10
Switzerland (inc); 2012;0,23413;P90vsP10
Switzerland (inc); 2013;0,22817;P90vsP10
Switzerland (inc); 2014;0,22178;P90vsP10
Switzerland (inc); 2015;0,2225;P90vsP10
Syria (cons); 2004;0,21079;P90vsP10
Tajikistan (cons); 1999;0,23864;P90vsP10
Tajikistan (cons); 2003;0,22642;P90vsP10
Tajikistan (cons); 2004;0,21823;P90vsP10
Tajikistan (cons); 2007;0,18772;P90vsP10
Tajikistan (cons); 2009;0,24312;P90vsP10
Tajikistan (cons); 2015;0,20533;P90vsP10
Tanzania (cons); 1992;0,18809;P90vsP10
Tanzania (cons); 2000;0,1811;P90vsP10
Tanzania (cons); 2007;0,16251;P90vsP10
Tanzania (cons); 2012;0,1978;P90vsP10
Thailand (cons); 1981;0,14579;P90vsP10
Thailand (cons); 1988;0,16667;P90vsP10
Thailand (cons); 1990;0,15306;P90vsP10
Thailand (cons); 1992;0,13979;P90vsP10
Thailand (cons); 1994;0,1596;P90vsP10
Thailand (cons); 1996;0,16272;P90vsP10
Thailand (cons); 1998;0,17255;P90vsP10
Thailand (cons); 1999;0,1615;P90vsP10
Thailand (cons); 2000;0,16326;P90vsP10
Thailand (cons); 2002;0,16746;P90vsP10
Thailand (cons); 2004;0,16147;P90vsP10
Thailand (cons); 2006;0,16078;P90vsP10
Thailand (cons); 2007;0,17653;P90vsP10
Thailand (cons); 2008;0,17585;P90vsP10
Thailand (cons); 2009;0,17821;P90vsP10
Thailand (cons); 2010;0,17899;P90vsP10
Thailand (cons); 2011;0,19707;P90vsP10
Thailand (cons); 2012;0,18138;P90vsP10
Thailand (cons); 2013;0,19147;P90vsP10
Thailand (cons); 2014;0,19818;P90vsP10
Thailand (cons); 2015;0,21015;P90vsP10
Timor (cons); 2001;0,2036;P90vsP10
Timor (cons); 2007;0,29272;P90vsP10
Timor (cons); 2014;0,27951;P90vsP10
Togo (cons); 2006;0,15991;P90vsP10
Togo (cons); 2011;0,12634;P90vsP10
Togo (cons); 2015;0,1292;P90vsP10
Tonga (cons); 2001;0,1652;P90vsP10
Tonga (cons); 2009;0,18172;P90vsP10
Trinidad and Tobago (inc); 1988;0,12879;P90vsP10
Trinidad and Tobago (inc); 1992;0,14363;P90vsP10
Tunisia (cons); 1985;0,1464;P90vsP10
Tunisia (cons); 1990;0,15399;P90vsP10
Tunisia (cons); 1995;0,15286;P90vsP10
Tunisia (cons); 2000;0,16106;P90vsP10
Tunisia (cons); 2005;0,17169;P90vsP10
Tunisia (cons); 2010;0,1826;P90vsP10
Turkey (cons); 1987;0,15066;P90vsP10
Turkey (cons); 1994;0,15356;P90vsP10
Turkey (cons); 2002;0,15155;P90vsP10
Turkey (cons); 2003;0,14036;P90vsP10
Turkey (cons); 2004;0,13993;P90vsP10
Turkey (cons); 2005;0,12838;P90vsP10
Turkey (cons); 2006;0,14492;P90vsP10
Turkey (cons); 2007;0,1523;P90vsP10
Turkey (cons); 2008;0,14523;P90vsP10
Turkey (cons); 2009;0,15338;P90vsP10
Turkey (cons); 2010;0,15319;P90vsP10
Turkey (cons); 2011;0,14752;P90vsP10
Turkey (cons); 2012;0,14924;P90vsP10
Turkey (cons); 2013;0,15026;P90vsP10
Turkey (cons); 2014;0,14757;P90vsP10
Turkey (cons); 2015;0,14081;P90vsP10
Turkey (cons); 2016;0,14715;P90vsP10
Turkmenistan (cons); 1998;0,16787;P90vsP10
Tuvalu (cons); 2010;0,1768;P90vsP10
Uganda (cons); 1989;0,12864;P90vsP10
Uganda (cons); 1992;0,15768;P90vsP10
Uganda (cons); 1996;0,18016;P90vsP10
Uganda (cons); 2000;0,14947;P90vsP10
Uganda (cons); 2002;0,14689;P90vsP10
Uganda (cons); 2005;0,15539;P90vsP10
Uganda (cons); 2009;0,14612;P90vsP10
Uganda (cons); 2012;0,16221;P90vsP10
Uganda (cons); 2017;0,1602;P90vsP10
Ukraine (cons); 1992;0,23111;P90vsP10
Ukraine (cons); 1993;0,26178;P90vsP10
Ukraine (cons); 1995;0,15976;P90vsP10
Ukraine (cons); 1996;0,19287;P90vsP10
Ukraine (cons); 2002;0,2606;P90vsP10
Ukraine (cons); 2003;0,26994;P90vsP10
Ukraine (cons); 2004;0,25901;P90vsP10
Ukraine (cons); 2005;0,26235;P90vsP10
Ukraine (cons); 2006;0,25722;P90vsP10
Ukraine (cons); 2007;0,29126;P90vsP10
Ukraine (cons); 2008;0,29654;P90vsP10
Ukraine (cons); 2009;0,31404;P90vsP10
Ukraine (cons); 2010;0,3243;P90vsP10
Ukraine (cons); 2011;0,32465;P90vsP10
Ukraine (cons); 2012;0,32563;P90vsP10
Ukraine (cons); 2013;0,32183;P90vsP10
Ukraine (cons); 2014;0,33229;P90vsP10
Ukraine (cons); 2015;0,30728;P90vsP10
Ukraine (cons); 2016;0,31595;P90vsP10
Ukraine (inc); 1999;0,26208;P90vsP10
United Kingdom (inc); 2004;0,17444;P90vsP10
United Kingdom (inc); 2005;0,18409;P90vsP10
United Kingdom (inc); 2006;0,18835;P90vsP10
United Kingdom (inc); 2007;0,18311;P90vsP10
United Kingdom (inc); 2008;0,19381;P90vsP10
United Kingdom (inc); 2009;0,19845;P90vsP10
United Kingdom (inc); 2010;0,19929;P90vsP10
United Kingdom (inc); 2011;0,20799;P90vsP10
United Kingdom (inc); 2012;0,22027;P90vsP10
United Kingdom (inc); 2013;0,20944;P90vsP10
United Kingdom (inc); 2014;0,20348;P90vsP10
United Kingdom (inc); 2015;0,20535;P90vsP10
United States (inc); 1986;0,14143;P90vsP10
United States (inc); 1991;0,13875;P90vsP10
United States (inc); 1994;0,12849;P90vsP10
United States (inc); 1997;0,127;P90vsP10
United States (inc); 2000;0,13022;P90vsP10
United States (inc); 2004;0,12149;P90vsP10
United States (inc); 2007;0,1191;P90vsP10
United States (inc); 2010;0,11996;P90vsP10
United States (inc); 2013;0,1216;P90vsP10
United States (inc); 2016;0,11724;P90vsP10
Uruguay (Urban) (inc); 1992;0,14209;P90vsP10
Uruguay (Urban) (inc); 1995;0,12627;P90vsP10
Uruguay (Urban) (inc); 1996;0,12248;P90vsP10
Uruguay (Urban) (inc); 1997;0,12509;P90vsP10
Uruguay (Urban) (inc); 1998;0,11591;P90vsP10
Uruguay (Urban) (inc); 2000;0,12858;P90vsP10
Uruguay (Urban) (inc); 2001;0,12237;P90vsP10
Uruguay (Urban) (inc); 2002;0,12232;P90vsP10
Uruguay (Urban) (inc); 2003;0,13175;P90vsP10
Uruguay (Urban) (inc); 2004;0,12163;P90vsP10
Uruguay (Urban) (inc); 2005;0,12538;P90vsP10
Uruguay (inc); 1981;0,12691;P90vsP10
Uruguay (inc); 1989;0,13096;P90vsP10
Uruguay (inc); 2006;0,12678;P90vsP10
Uruguay (inc); 2007;0,12392;P90vsP10
Uruguay (inc); 2008;0,12986;P90vsP10
Uruguay (inc); 2009;0,12332;P90vsP10
Uruguay (inc); 2010;0,13146;P90vsP10
Uruguay (inc); 2011;0,13996;P90vsP10
Uruguay (inc); 2012;0,14839;P90vsP10
Uruguay (inc); 2013;0,14532;P90vsP10
Uruguay (inc); 2014;0,14648;P90vsP10
Uruguay (inc); 2015;0,14705;P90vsP10
Uruguay (inc); 2016;0,15275;P90vsP10
Uzbekistan (cons); 1998;0,07838;P90vsP10
Uzbekistan (cons); 2000;0,18516;P90vsP10
Uzbekistan (cons); 2002;0,22172;P90vsP10
Uzbekistan (cons); 2003;0,19431;P90vsP10
Vanuatu (cons); 2010;0,17978;P90vsP10
Venezuela (inc); 1981;0,07822;P90vsP10
Venezuela (inc); 1987;0,08736;P90vsP10
Venezuela (inc); 1989;0,06117;P90vsP10
Venezuela (inc); 1992;0,10443;P90vsP10
Venezuela (inc); 1995;0,07691;P90vsP10
Venezuela (inc); 1998;0,03982;P90vsP10
Venezuela (inc); 1999;0,06672;P90vsP10
Venezuela (inc); 2001;0,06325;P90vsP10
Venezuela (inc); 2002;0,03141;P90vsP10
Venezuela (inc); 2003;0,01616;P90vsP10
Venezuela (inc); 2004;0,01545;P90vsP10
Venezuela (inc); 2005;0,00468;P90vsP10
Venezuela (inc); 2006;0,04153;P90vsP10
Vietnam (cons); 1993;0,21417;P90vsP10
Vietnam (cons); 1999;0,21704;P90vsP10
Vietnam (cons); 2002;0,20533;P90vsP10
Vietnam (cons); 2004;0,1951;P90vsP10
Vietnam (cons); 2006;0,1975;P90vsP10
Vietnam (cons); 2008;0,20033;P90vsP10
Vietnam (cons); 2010;0,16766;P90vsP10
Vietnam (cons); 2012;0,19194;P90vsP10
Vietnam (cons); 2014;0,18963;P90vsP10
Vietnam (cons); 2016;0,18518;P90vsP10
Yemen (cons); 1998;0,19782;P90vsP10
Yemen (cons); 2005;0,21634;P90vsP10
Yemen (cons); 2014;0,19741;P90vsP10
Zambia (cons); 1991;0,01467;P90vsP10
Zambia (cons); 1993;0,07352;P90vsP10
Zambia (cons); 1996;0,11249;P90vsP10
Zambia (cons); 1998;0,10442;P90vsP10
Zambia (cons); 2003;0,15574;P90vsP10
Zambia (cons); 2005;0,08704;P90vsP10
Zambia (cons); 2007;0,08687;P90vsP10
Zambia (cons); 2010;0,09505;P90vsP10
Zambia (cons); 2015;0,06865;P90vsP10
Zimbabwe (cons); 2011;0,15874;P90vsP10
